,id,name,space,host_name,host_since,host_acceptance_rate,host_identity_verified,street,zipcode,latitude,longitude,review_scores_rating,room_type,accommodates,price
1376,28184369,Riverfront Arden House on 6 Private Acres w/ Dock!,"Master Bedroom: King Bed | Bedroom 2: 2 Queen Beds | bedroom 3: 2 Queen Beds | Additional Sleeping: Queen Air Mattress  Approach the entrance to this outdoor oasis through the immense, well-kept yard and cozy front porch. Sleek hardwood flooring, comfortable furnishings, and warm natural light greet you the moment you set foot inside this home.  Settle down on the plush sectional in front of the flat-screen cable TV and gas fireplace. Prepare some cocktails for the group to be enjoyed on the couch or out on the spacious back deck as you consider which Asheville attraction you want to visit first.  When you're not out exploring the wide array of nearby sites, spend a day outdoors in the vast yard or wander down to French Broad River for excellent swimming, tubing, kayaking, and canoeing.  When hunger strikes, whip up a delicious home-cooked meal in the open-concept kitchen which comes fully equipped. Gather the group around the elegant dining table with seating for 8 or delight in an al",Evolve,2017-09-20,99%,f,"Arden, NC, United States",28704.0,35.446490000000004,-82.55689,97.0,Entire home/apt,12,$621.00
1377,28202866,Treehouse setting babbling brook 5 min to downtown,"Fully furnished, lower level suite boasts all of the appointments of a fine hotel including, fireplace, full-sized bed, crisp, clean linens, twin daybed/couch, mini-fridge, toaster, coffee-maker, AC/heating, a private entrance with easy parking, wi-fi, cable access, and TV, all located in Asheville's safest neighborhood (immediately adjacent to the Grove Park Hotel). Accommodates 2 - 3 people. After exploring the sights and sounds of Asheville’s world-renown restaurants, breweries, music venues, local art studios, hikes, and attractions, fall to sleep to the soothing sounds of the babbling brook that runs just outside your bedroom window. A cozy oasis that offers modern amenities and a great location.",Emily,2018-04-28,100%,f,"Asheville, NC, United States",28804.0,35.61422,-82.53839,97.0,Entire home/apt,2,$150.00
1378,28216632,Sweet Hideaway Suite,This space is perfect for couples or small families and is close to everything Asheville has to offer.,Leigh,2018-09-02,100%,f,"Asheville, NC, United States",28803.0,35.55314,-82.50575,99.0,Entire home/apt,2,$150.00
1379,28216747,BRAND NEW West Avl Apt! 2 Blocks from Haywood Rd.,Brand new one bedroom apartment with a private entrance and a parking space.,John,2017-04-14,100%,t,"Asheville, NC, United States",28806.0,35.57524,-82.57589,99.0,Entire home/apt,2,$75.00
1380,28245965,Downtown Artist Loft for Five,"Our loft sleeps 5.  We have 1 queen bed, 1 queen fold out sofa and 1 extra long twin fold out chair.  We also welcome dogs.",Krista,2012-05-06,99%,t,"Asheville, NC, United States",28801.0,35.59618,-82.55291,100.0,Entire home/apt,5,$219.00
1381,28286510,Red Tiny House w/ Mountain Views (near PKWY/Dtown),"This super cute and VERY tiny house is perfect for a romantic getaway or individual traveler.  Perched on a hill above a two-stall barn and nestled by a mountain stream this tiny house is so relaxing. We welcome eco-enthusiast to come to have your own unique tiny house experience.  This tiny house is mostly off-grid and great for environmentally forward-thinking guests; who will treat this little home with love and care.  Step outside & enjoy stunning views & lots of wildlife. Take the weekend and UNPLUG from all the notifications!  The tiny house has a kitchenette with a mini-fridge, toaster oven, french press coffee maker, cooktop, and the dining essentials. A large shower and natures head top of the line composting toilet.  A super cozy sleeping loft with skylight overlooking our farm and the Blue Ridge Mountains. Great for a VERY snuggly couple. This is a small sleeping loft with a double bed. We would not recommend it if you need a lot of space for sleeping.  Please TAKE NOTE—- yo",Celeste,2018-07-08,100%,f,"Asheville, NC, United States",28804.0,35.65188,-82.52747,97.0,Entire home/apt,2,$75.00
1382,28289096,Paint my mailbox blue.,"Taj Mahal was the inspiration for my mailbox. He was going to ""move up to the country"" and paint it blue.    The bath is right outside your door.  The house is on a quiet street.  Close to everything that Asheville has to offer. Nearby there is a launch site, coffee shop, park with picnic area by the river and shops.",Bill,2012-07-22,99%,t,"Asheville, NC, United States",28806.0,35.62693,-82.62874000000001,99.0,Private room,2,$39.00
1383,28308701,Home away from home,,Steven,2018-09-05,100%,f,"Woodfin, NC, United States",28804.0,35.63084,-82.55084000000001,96.0,Private room,2,$63.00
1384,28331348,Asheville-Lola’s House,,Glenn,2018-09-05,,f,"Asheville, NC, United States",28806.0,35.6231,-82.62579000000001,100.0,Entire home/apt,6,$99.00
1385,28335156,"Updated Historic Bungalow in Montford, Asheville","Located on a quiet, one-way street in the in the heart of Asheville. The home is a Griffin Award Winner for historical restoration with meticulous attention to quality reconstruction and replacement of historic fixtures with lavish detailing. Modern day conveniences with Old World charm! Two bedrooms with two full bathrooms are located on the first floor.  Master bedroom has an inviting and comfortable King size bed with ensuite master bath containing a Whirlpool jacuzzi and marble shower. The perfect oasis for a relaxing bath and a deep night's sleep.  Second bedroom has a luxurious queen bed for a peaceful night's rest. The living area is inviting for conversation and also provides comfortable seating by the fireplace to read a good book.   Living room opens to the accommodating dining area with an extendable, mid- century, dining table that can easily seat 6 for a meal.  The open floor plan continues to the kitchen where the cabinets provide everything needed for the most ambitious ",Zach,2017-09-30,100%,f,"Asheville, NC, United States",28801.0,35.59896,-82.56041,100.0,Entire home/apt,5,$99.00
1386,28385457,Secluded Mountain Views In Asheville,"Please note that we have a property caretaker living in a downstairs unit, so there will be others at the property, including dogs, during your stay.   There are no shared living spaces; you park in the garage and enter the home up a flight of interior stairs connected to the garage; they park in the other garage bay and enter the downstairs separately.  You have the private upper deck; they have their own private lower deck.  Once you venture out into the yard, that space is shared.   Upstairs, you'll basically never hear anyone downstairs.  They will occasionally hear your footsteps above them.   We have a steep paved driveway that is about 100 yards long, with a sharp turn at the end.  It does NOT require 4-wheel drive or any special vehicle.  We've had probably 150 guests visit us in three years, and several were a bit nervous on their first trip up, but all made it up without incident.  For this reason, it is certainly best if you can make your initial arrival in daylight hours.",Richard,2015-08-18,100%,t,"Asheville, NC, United States",28803.0,35.48697,-82.51021999999999,99.0,Entire home/apt,4,$195.00
1387,28389480,Baying Hound Campground - Entire Campground,"*** Coronavirus Update: Between the dates of 3/26-4/8 we can not accept reservations for vacationers due to state-wide health precautions. If you are in town for an essential service-related matter, please reach out to us directly and we can open up availability for you. Many local restaurants are offering take-out options, so you can still enjoy Asheville’s awesome restaurant scene al fresco! *** We are easily one of the closest, and cheapest, camping options when it comes to staying in Asheville. Only 8-12 minutes by car from downtown Asheville, we are a friendly, family-run, budget option when staying in the area. The camping area is located in a small, private, green valley, and you will definitely feel like you are ""out in the sticks"" even though you're actually super close to all the breweries and parks that make Asheville what it is.  Please message us to make this large-group reservation - we're always improving the campground and making new camping spots. Full disclosure: Whil",Bobby And Amanda,2017-09-19,100%,f,"Asheville, NC, United States",28806.0,35.61375,-82.60307,100.0,Entire home/apt,16,$115.00
1388,28426037,"10 min to dwntwn AVL, super cozy 1930s bungalow","Kick back on the full-sized sofa and enjoy the super-fast WiFi or log in with your account to enjoy streaming apps like Netflix, Hulu on the 42” smart TV.   Two guest suites – Guest suite one features a luxurious queen-sized upholstered bed and a calm color palette. Guest suite two offers two twin beds with  toppers for “sink-into-the-bed” comfort. Twin beds can be pushed together for a king sized comfort.  Asheville has an amazing food & beer scene, but if you prefer to eat in, the kitchen is stocked with all the cookware necessary to make a gourmet meal.  Butcher block countertops, apron-front sink, handcrafted island with live edges, induction cooktop, microwave oven, dishwasher, garbage disposal, Kuerig coffee machine, and  toaster. If grilling is your thing, spill out into the large deck and enjoy the spring weather as you barbecue on the gas grill. Ingles Supermarket is less than one mile down the road and Trader Joe’s is close by, too. Bathroom has a stand up shower with dual mu",Luis & Isabel,2016-09-07,100%,f,"Asheville, NC, United States",28804.0,35.649879999999996,-82.5826,99.0,Entire home/apt,4,$139.00
1389,28432651,Walking distance to Blue Ridge Pkwy & Zen Tubing!,,Aleksandar,2017-10-29,,f,"Asheville, NC, United States",28806.0,35.50782,-82.59903,98.0,Entire home/apt,4,$94.00
1390,28438011,Rustic-Chic Hideaway with Mountain Views,Entire lower level of a 2 story home set up as a separate apartment with kitchenette - no hot plate but you do have a smaller fridge and a convection oven.  You have full use of a bar area and open living space along with two bedrooms and a completely brand new bathroom… Outdoor space is limited but you are a seven block walk from downtown.,Rob,2016-05-15,99%,f,"Asheville, NC, United States",28801.0,35.593,-82.54085,97.0,Entire home/apt,4,$139.00
1391,28453860,Mountain Magic Asheville Home,"Entire main floor. 3 bedrooms, large master bedroom has attached bathroom suite. Modern mountain house with amazing views and very large windows throughout. Quartz countertops with a kitchen bar quartz countertop. Large, high deck (45 feet by 12 feet) off of kitchen and master bedroom. Owner resides in the first floor and has access to the garage. The main floor and main level each have private entrances and are not shared spaces",John,2017-10-04,100%,f,"Asheville, NC, United States",28803.0,35.52427,-82.47534,99.0,Entire home/apt,6,$147.00
